index,s_m,center_x_m,center_y_m,w_left_m,w_right_m,left_boundary_x_m,left_boundary_y_m,right_boundary_x_m,right_boundary_y_m
70,1.676139041,12.454957306,-2.663763800,0.600000000,0.600000000,11.898223889,-2.440049914,13.011690722,-2.887477687
71,1.700083884,12.463696327,-2.641470639,0.600000000,0.600000000,11.903244349,-2.427242768,13.024148304,-2.855698510
72,1.724028728,12.472055532,-2.619032297,0.600000000,0.600000000,11.908046609,-2.414352217,13.036064455,-2.823712376
73,1.747973571,12.480032512,-2.596455244,0.600000000,0.600000000,11.912629286,-2.401381979,13.047435739,-2.791528508
74,1.771918415,12.487624967,-2.573745991,0.600000000,0.600000000,11.916991057,-2.388335794,13.058258877,-2.759156188
75,1.795863258,12.494830706,-2.550911087,0.600000000,0.600000000,11.921130665,-2.375217424,13.068530747,-2.726604750
76,1.819808101,12.501647652,-2.527957116,0.600000000,0.600000000,11.925046917,-2.362030651,13.078248388,-2.693883581
77,1.843752945,12.508073839,-2.504890698,0.600000000,0.600000000,11.928738682,-2.348779279,13.087408997,-2.661002117
78,1.867697788,12.514107415,-2.481718484,0.600000000,0.600000000,11.932204896,-2.335467129,13.096009933,-2.627969839
79,1.891642632,12.519746638,-2.458447156,0.600000000,0.600000000,11.935444560,-2.322098038,13.104048716,-2.594796274
80,1.915587475,12.524989883,-2.435083426,0.600000000,0.600000000,11.938456740,-2.308675864,13.111523027,-2.561490988
81,1.939532319,12.529835639,-2.411634030,0.600000000,0.600000000,11.941240567,-2.295204475,13.118430711,-2.528063584
82,1.963477162,12.534282507,-2.388105730,0.600000000,0.600000000,11.943795237,-2.281687758,13.124769776,-2.494523702
83,1.987422005,12.538329205,-2.364505311,0.600000000,0.600000000,11.946120015,-2.268129609,13.130538394,-2.460881013
84,2.011366849,12.541974566,-2.340839579,0.600000000,0.600000000,11.948214230,-2.254533938,13.135734902,-2.427145220
85,2.035311692,12.545217540,-2.317115358,0.600000000,0.600000000,11.950077279,-2.240904667,13.140357801,-2.393326050
86,2.059256536,12.548057191,-2.293339490,0.600000000,0.600000000,11.951708623,-2.227245724,13.144405758,-2.359433256
87,2.083201379,12.550492699,-2.269518831,0.600000000,0.600000000,11.953107793,-2.213561049,13.147877606,-2.325476612
88,2.107146223,12.552523364,-2.245660249,0.600000000,0.600000000,11.954274384,-2.199854589,13.150772344,-2.291465909
89,2.131091066,12.554148599,-2.221770625,0.600000000,0.600000000,11.955208062,-2.186130295,13.153089136,-2.257410954
90,2.155035910,12.555367935,-2.197856847,0.600000000,0.600000000,11.955908555,-2.172392125,13.154827315,-2.223321569
91,2.178980753,12.556181021,-2.173925813,0.600000000,0.600000000,11.956375663,-2.158644042,13.155986379,-2.189207584
92,2.202925596,12.556587623,-2.149984422,0.600000000,0.600000000,11.956609251,-2.144890008,13.156565995,-2.155078835
93,2.226870440,12.556587623,-2.126039578,0.600000000,0.600000000,11.956609251,-2.131133992,13.156565995,-2.120945165
94,2.250815283,12.556181021,-2.102098187,0.600000000,0.600000000,11.956375663,-2.117379958,13.155986379,-2.086816416
95,2.274760127,12.555367935,-2.078167153,0.600000000,0.600000000,11.955908555,-2.103631875,13.154827315,-2.052702431
96,2.298704970,12.554148599,-2.054253375,0.600000000,0.600000000,11.955208062,-2.089893705,13.153089136,-2.018613046
97,2.322649814,12.552523364,-2.030363751,0.600000000,0.600000000,11.954274384,-2.076169411,13.150772344,-1.984558091
98,2.346594657,12.550492699,-2.006505169,0.600000000,0.600000000,11.953107793,-2.062462951,13.147877606,-1.950547388
99,2.370539500,12.548057191,-1.982684510,0.600000000,0.600000000,11.951708623,-2.048778276,13.144405758,-1.916590744
100,2.394484344,12.545217540,-1.958908642,0.600000000,0.600000000,11.950077279,-2.035119333,13.140357801,-1.882697950
101,2.418429187,12.541974566,-1.935184421,0.600000000,0.600000000,11.948214230,-2.021490062,13.135734902,-1.848878780
102,2.442374031,12.538329205,-1.911518689,0.600000000,0.600000000,11.946120015,-2.007894391,13.130538394,-1.815142987
103,2.466318874,12.534282507,-1.887918270,0.600000000,0.600000000,11.943795237,-1.994336242,13.124769776,-1.781500298
104,2.490263718,12.529835639,-1.864389970,0.600000000,0.600000000,11.941240567,-1.980819525,13.118430711,-1.747960416
105,2.514208561,12.524989883,-1.840940574,0.600000000,0.600000000,11.938456740,-1.967348136,13.111523027,-1.714533012
106,2.538153405,12.519746638,-1.817576844,0.600000000,0.600000000,11.935444560,-1.953925962,13.104048716,-1.681227726
