side,index,s_m,x_m,y_m,width_from_center_m
left,228,5.439329134,9.982541630,-1.302302468,0.600000000
left,229,5.463271016,9.950956234,-1.297012173,0.600000000
left,230,5.487269547,9.919320479,-1.291271951,0.600000000
left,231,5.511329818,9.887675345,-1.285083470,0.600000000
left,232,5.535456730,9.856061362,-1.278451993,0.600000000
left,233,5.559654915,9.824518267,-1.271386326,0.600000000
left,234,5.583928640,9.793084685,-1.263898715,0.600000000
left,235,5.608281736,9.761797837,-1.256004694,0.600000000
left,236,5.632717506,9.730693305,-1.247722893,0.600000000
left,237,5.657238659,9.699804827,-1.239074818,0.600000000
left,238,5.681847236,9.669164157,-1.230084600,0.600000000
left,239,5.706544553,9.638800969,-1.220778732,0.600000000
left,240,5.731331145,9.608742816,-1.211185799,0.600000000
left,241,5.756206724,9.579015135,-1.201336198,0.600000000
left,242,5.781170144,9.549641307,-1.191261872,0.600000000
left,243,5.806219380,9.520642746,-1.180996043,0.600000000
left,244,5.831351518,9.492039036,-1.170572969,0.600000000
left,245,5.856562747,9.463848081,-1.160027702,0.600000000
left,246,5.881848376,9.436086294,-1.149395875,0.600000000
left,247,5.907202852,9.408768794,-1.138713491,0.600000000
left,248,5.932619792,9.381909609,-1.128016738,0.600000000
left,249,5.958092027,9.355521893,-1.117341808,0.600000000
left,250,5.983611653,9.329618133,-1.106724728,0.600000000
left,251,6.009170096,9.304210353,-1.096201204,0.600000000
left,252,6.034758181,9.279310309,-1.085806455,0.600000000
left,253,6.060366216,9.254929668,-1.075575057,0.600000000
left,254,6.085984080,9.231080164,-1.065540784,0.600000000
left,255,6.111601321,9.207773740,-1.055736435,0.600000000
left,256,6.137207255,9.185022656,-1.046193660,0.600000000
left,257,6.162791085,9.162839573,-1.036942767,0.600000000
left,258,6.188342011,9.141237598,-1.028012518,0.600000000
left,259,6.213849351,9.120230298,-1.019429914,0.600000000
left,260,6.239302669,9.099831663,-1.011219959,0.600000000
left,261,6.264691901,9.080056028,-1.003405411,0.600000000
left,262,6.290007489,9.060917937,-0.996006528,0.600000000
left,263,6.315240508,9.042431952,-0.989040795,0.600000000
left,264,6.340382803,9.024612398,-0.982522654,0.600000000
left,265,6.365427115,9.007473035,-0.976463244,0.600000000
left,266,6.390367213,8.991026662,-0.970870147,0.600000000
left,267,6.415198016,8.975284641,-0.965747166,0.600000000
left,268,6.439915712,8.960256348,-0.961094147,0.600000000
left,269,6.464517866,8.945948551,-0.956906856,0.600000000
left,270,6.489003521,8.932364723,-0.953176938,0.600000000
left,271,6.513373288,8.919504302,-0.949891975,0.600000000
left,272,6.537629415,8.907361918,-0.947035659,0.600000000
left,273,6.561775844,8.895926616,-0.944588101,0.600000000
left,274,6.585818252,8.885181102,-0.942526302,0.600000000
left,275,6.609764058,8.875101062,-0.940824766,0.600000000
left,276,6.633622422,8.865654585,-0.939456293,0.600000000
left,277,6.657404200,8.856801757,-0.938392903,0.600000000
left,278,6.681121893,8.848494458,-0.937606906,0.600000000
left,279,6.704789545,8.840676414,-0.937072043,0.600000000
left,280,6.728422630,8.833283539,-0.936764684,0.600000000
left,281,6.752037904,8.826244578,-0.936664998,0.600000000
left,282,6.775653229,8.819482067,-0.936758042,0.600000000
left,283,6.799287376,8.812913569,-0.937034693,0.600000000
left,284,6.822959809,8.806453162,-0.937492363,0.600000000
left,285,6.846690447,8.800013108,-0.938135446,0.600000000
left,286,6.870499420,8.793505620,-0.938975456,0.600000000
left,287,6.894406813,8.786844646,-0.940030846,0.600000000
left,288,6.918432411,8.779947570,-0.941326520,0.600000000
left,289,6.942595450,8.772736759,-0.942893057,0.600000000
left,290,6.966914375,8.765140872,-0.944765715,0.600000000
left,291,6.991406609,8.757095890,-0.946983262,0.600000000
left,292,7.016088346,8.748545831,-0.949586712,0.600000000
left,293,7.040974362,8.739443152,-0.952618040,0.600000000
left,294,7.066077846,8.729748836,-0.956118934,0.600000000
left,295,7.091410262,8.719432222,-0.960129638,0.600000000
left,296,7.116981235,8.708470586,-0.964687938,0.600000000
left,297,7.142798459,8.696848555,-0.969828307,0.600000000
left,298,7.168867636,8.684557382,-0.975581222,0.600000000
left,299,7.195192433,8.671594139,-0.981972672,0.600000000
left,300,7.221774473,8.657960880,-0.989023822,0.600000000
left,301,7.248613333,8.643663789,-0.996750840,0.600000000
left,302,7.275706572,8.628712367,-1.005164856,0.600000000
left,303,7.303049772,8.613118664,-1.014272033,0.600000000
left,304,7.330636600,8.596896575,-1.024073729,0.600000000
left,305,7.358458874,8.580061204,-1.034566728,0.600000000
left,306,7.386506654,8.562628311,-1.045743519,0.600000000
left,307,7.414768334,8.544613827,-1.057592609,0.600000000
left,308,7.443230750,8.526033438,-1.070098853,0.600000000
left,309,7.471879288,8.506902245,-1.083243787,0.600000000
left,310,7.500698011,8.487234472,-1.097005964,0.600000000
left,311,7.529669779,8.467043229,-1.111361274,0.600000000
left,312,7.558776383,8.446340328,-1.126283250,0.600000000
left,313,7.587998679,8.425136126,-1.141743352,0.600000000
left,314,7.617316727,8.403439409,-1.157711236,0.600000000
left,315,7.646709932,8.381257305,-1.174154982,0.600000000
left,316,7.676157187,8.358595212,-1.191041317,0.600000000
left,317,7.705637020,8.335456754,-1.208335792,0.600000000
left,318,7.735127736,8.311843749,-1.226002947,0.600000000
left,319,7.764607568,8.287756198,-1.244006434,0.600000000
left,320,7.794054824,8.263192282,-1.262309124,0.600000000
left,321,7.823448029,8.238148377,-1.280873178,0.600000000
left,322,7.852766077,8.212619085,-1.299660090,0.600000000
left,323,7.881988373,8.186597278,-1.318630706,0.600000000
left,324,7.911094977,8.160074170,-1.337745205,0.600000000
left,325,7.940066744,8.133039403,-1.356963060,0.600000000
left,326,7.968885467,8.105481168,-1.376242965,0.600000000
left,327,7.997534006,8.077386351,-1.395542740,0.600000000
left,328,8.025996422,8.048740731,-1.414819203,0.600000000
left,329,8.054258102,8.019529206,-1.434028033,0.600000000
left,330,8.082305882,7.989736090,-1.453123604,0.600000000
left,331,8.110128156,7.959345452,-1.472058819,0.600000000
left,332,8.137714983,7.928341532,-1.490784938,0.600000000
left,333,8.165058184,7.896709225,-1.509251417,0.600000000
left,334,8.192151422,7.864434638,-1.527405773,0.600000000
left,335,8.218990282,7.831505720,-1.545193489,0.600000000
left,336,8.245572322,7.797912970,-1.562557979,0.600000000
left,337,8.271897120,7.763650204,-1.579440634,0.600000000
left,338,8.297966296,7.728715368,-1.595780972,0.600000000
left,339,8.323783520,7.693111390,-1.611516913,0.600000000
left,340,8.349354493,7.656847016,-1.626585195,0.600000000
left,341,8.374686910,7.619937622,-1.640921953,0.600000000
left,342,8.399790394,7.582405928,-1.654463468,0.600000000
left,343,8.424676410,7.544282598,-1.667147074,0.600000000
left,344,8.449358147,7.505606648,-1.678912225,0.600000000
left,345,8.473850381,7.466425620,-1.689701682,0.600000000
left,346,8.498169305,7.426795498,-1.699462786,0.600000000
left,347,8.522332345,7.386780301,-1.708148758,0.600000000
left,348,8.546357943,7.346451368,-1.715719962,0.600000000
left,349,8.570265335,7.305886333,-1.722145063,0.600000000
left,350,8.594074308,7.265167811,-1.727402008,0.600000000
left,351,8.617804947,7.224381856,-1.731478763,0.600000000
left,352,8.641477380,7.183616253,-1.734373762,0.600000000
left,353,8.665111527,7.142958743,-1.736096034,0.600000000
left,354,8.688726851,7.102495245,-1.736664998,0.600000000
